status,report,source,chars
rewritten,"00-books-result/The printed image and the transformation of popular culture, 1790-1860 (Anderson/B44144991-The-printed-image-and-the-transformation-of-popular-culture-1790-1860-Anderson-0-report.md","00-books/The printed image and the transformation of popular culture, 1790-1860 (Anderson/The printed image and the transformation of popular culture, 1790-1860 (Anderson_02_toc_Contents.md",8394
rewritten,"00-books-result/The printed image and the transformation of popular culture, 1790-1860 (Anderson/B44144992-The-printed-image-and-the-transformation-of-popular-culture-1790-1860-Anderson-0-report.md","00-books/The printed image and the transformation of popular culture, 1790-1860 (Anderson/The printed image and the transformation of popular culture, 1790-1860 (Anderson_03_preface_Illustrations___Acknowledgemen.md",11739
rewritten,"00-books-result/The printed image and the transformation of popular culture, 1790-1860 (Anderson/B44144993-The-printed-image-and-the-transformation-of-popular-culture-1790-1860-Anderson-0-report.md","00-books/The printed image and the transformation of popular culture, 1790-1860 (Anderson/The printed image and the transformation of popular culture, 1790-1860 (Anderson_04_body_THR_PILGRIM's_PROGRESS.___5._T.md",12401
rewritten,"00-books-result/The printed image and the transformation of popular culture, 1790-1860 (Anderson/B44144994-The-printed-image-and-the-transformation-of-popular-culture-1790-1860-Anderson-0-report.md","00-books/The printed image and the transformation of popular culture, 1790-1860 (Anderson/The printed image and the transformation of popular culture, 1790-1860 (Anderson_05_bibliography_Select_Bibliography.md",7059
rewritten,"00-books-result/The printed image and the transformation of popular culture, 1790-1860 (Anderson/B44144995-The-printed-image-and-the-transformation-of-popular-culture-1790-1860-Anderson-0-report.md","00-books/The printed image and the transformation of popular culture, 1790-1860 (Anderson/The printed image and the transformation of popular culture, 1790-1860 (Anderson_06_body_PRIMARYSOURCES____Manuscript_C.md",10139
rewritten,"00-books-result/The printed image and the transformation of popular culture, 1790-1860 (Anderson/B44144996-The-printed-image-and-the-transformation-of-popular-culture-1790-1860-Anderson-0-report.md","00-books/The printed image and the transformation of popular culture, 1790-1860 (Anderson/The printed image and the transformation of popular culture, 1790-1860 (Anderson_07_bibliography_Secondary_Sources____Index___L.md",9302
rewritten,00-books-result/Theory Culture：《and Society 23 2 3 Problematizing Global Knowledge，2006》/B44141001-Problematizing-GlobalKnowledge-Special-Issue-Topic-report.md,00-books/Theory Culture：《and Society 23 2 3 Problematizing Global Knowledge，2006》/01-Problematizing GlobalKnowledge Special Issue Topic.md,10668
rewritten,00-books-result/Theory Culture：《and Society 23 2 3 Problematizing Global Knowledge，2006》/B44141002-Encyclopaedias-and-Classification-Anti-encyclopaed-report.md,00-books/Theory Culture：《and Society 23 2 3 Problematizing Global Knowledge，2006》/02-Encyclopaedias and Classification Anti-encyclopaed.md,8840
rewritten,00-books-result/Theory Culture：《and Society 23 2 3 Problematizing Global Knowledge，2006》/B44141003-Emergent-Publics-Information-and-the-Archive-12-T-report.md,"00-books/Theory Culture：《and Society 23 2 3 Problematizing Global Knowledge，2006》/03-Emergent Publics, Information and the Archive 12 T.md",9317
rewritten,00-books-result/Theory Culture：《and Society 23 2 3 Problematizing Global Knowledge，2006》/B44141004-References-Classification-22-Theory-Culture-Soc-report.md,"00-books/Theory Culture：《and Society 23 2 3 Problematizing Global Knowledge，2006》/05-References Classification 22 Theory, Culture & Soc.md",9430
rewritten,00-books-result/Theory Culture：《and Society 23 2 3 Problematizing Global Knowledge，2006》/B44141005-Cartesian-Classification-The-Sociology-of-Classifi-report.md,00-books/Theory Culture：《and Society 23 2 3 Problematizing Global Knowledge，2006》/06-Cartesian Classification The Sociology of Classifi.md,9126
rewritten,00-books-result/Theory Culture：《and Society 23 2 3 Problematizing Global Knowledge，2006》/B44141006-References-Scientific-Classification-References-Ge-report.md,00-books/Theory Culture：《and Society 23 2 3 Problematizing Global Knowledge，2006》/07-References Scientific Classification References Ge.md,9049
rewritten,00-books-result/Theory Culture：《and Society 23 2 3 Problematizing Global Knowledge，2006》/B44141007-References-report.md,00-books/Theory Culture：《and Society 23 2 3 Problematizing Global Knowledge，2006》/08-References.md,8283
rewritten,00-books-result/Theory Culture：《and Society 23 2 3 Problematizing Global Knowledge，2006》/B44141008-References-References-References-report.md,00-books/Theory Culture：《and Society 23 2 3 Problematizing Global Knowledge，2006》/09-References References References.md,9141
rewritten,00-books-result/Theory Culture：《and Society 23 2 3 Problematizing Global Knowledge，2006》/B44141009-Rubbish-the-Remnant-Etcetera-The-Point-of-View-o-report.md,"00-books/Theory Culture：《and Society 23 2 3 Problematizing Global Knowledge，2006》/10-Rubbish, the Remnant, Etcetera The Point of View o.md",9476
rewritten,00-books-result/Theory Culture：《and Society 23 2 3 Problematizing Global Knowledge，2006》/B44141010-References-Modernity-report.md,00-books/Theory Culture：《and Society 23 2 3 Problematizing Global Knowledge，2006》/100-References Modernity.md,8283
rewritten,00-books-result/Theory Culture：《and Society 23 2 3 Problematizing Global Knowledge，2006》/B44141011-The-Postmodern-References-report.md,00-books/Theory Culture：《and Society 23 2 3 Problematizing Global Knowledge，2006》/101-The Postmodern References.md,8435
rewritten,00-books-result/Theory Culture：《and Society 23 2 3 Problematizing Global Knowledge，2006》/B44141012-Modernism-and-Contemporary-Art-Place-and-Displacem-report.md,00-books/Theory Culture：《and Society 23 2 3 Problematizing Global Knowledge，2006》/102-Modernism and Contemporary Art Place and Displacem.md,9725
rewritten,00-books-result/Theory Culture：《and Society 23 2 3 Problematizing Global Knowledge，2006》/B44141013-References-The-Body-and-Modernity-in-China-Referen-report.md,00-books/Theory Culture：《and Society 23 2 3 Problematizing Global Knowledge，2006》/103-References The Body and Modernity in China Referen.md,9046
rewritten,00-books-result/Theory Culture：《and Society 23 2 3 Problematizing Global Knowledge，2006》/B44141014-References-The-Enlightenment-report.md,00-books/Theory Culture：《and Society 23 2 3 Problematizing Global Knowledge，2006》/104-References The Enlightenment.md,8718
rewritten,00-books-result/Theory Culture：《and Society 23 2 3 Problematizing Global Knowledge，2006》/B44141015-The-Long-Counter-Enlightenment-report.md,00-books/Theory Culture：《and Society 23 2 3 Problematizing Global Knowledge，2006》/105-The Long Counter-Enlightenment.md,8285
rewritten,00-books-result/Theory Culture：《and Society 23 2 3 Problematizing Global Knowledge，2006》/B44141016-References-Cosmopolitanism-Arbitrary-Conceptual-Ro-report.md,00-books/Theory Culture：《and Society 23 2 3 Problematizing Global Knowledge，2006》/106-References Cosmopolitanism Arbitrary Conceptual Ro.md,8918
rewritten,00-books-result/Theory Culture：《and Society 23 2 3 Problematizing Global Knowledge，2006》/B44141017-Marx-s-Proletarian-Cosmopolitanism-and-the-Mistake-report.md,00-books/Theory Culture：《and Society 23 2 3 Problematizing Global Knowledge，2006》/107-Marx’s Proletarian Cosmopolitanism and the Mistake.md,9255
rewritten,00-books-result/Theory Culture：《and Society 23 2 3 Problematizing Global Knowledge，2006》/B44141018-References-Vernacular-Cosmopolitanism-References-report.md,00-books/Theory Culture：《and Society 23 2 3 Problematizing Global Knowledge，2006》/108-References Vernacular Cosmopolitanism References.md,8809
rewritten,00-books-result/Theory Culture：《and Society 23 2 3 Problematizing Global Knowledge，2006》/B44141019-Mutations-in-Citizenship-Market-Bloc-and-Political-report.md,00-books/Theory Culture：《and Society 23 2 3 Problematizing Global Knowledge，2006》/109-Mutations in Citizenship Market Bloc and Political.md,9324
rewritten,00-books-result/Theory Culture：《and Society 23 2 3 Problematizing Global Knowledge，2006》/B44141020-References-Language-report.md,00-books/Theory Culture：《and Society 23 2 3 Problematizing Global Knowledge，2006》/11-References Language.md,8144
rewritten,00-books-result/Theory Culture：《and Society 23 2 3 Problematizing Global Knowledge，2006》/B44141021-In-Cyber-Space-References-report.md,00-books/Theory Culture：《and Society 23 2 3 Problematizing Global Knowledge，2006》/110-In Cyber Space References.md,8775
rewritten,00-books-result/Theory Culture：《and Society 23 2 3 Problematizing Global Knowledge，2006》/B44141022-References-Global-Sovereignty-report.md,00-books/Theory Culture：《and Society 23 2 3 Problematizing Global Knowledge，2006》/111-References Global Sovereignty.md,8366
rewritten,00-books-result/Theory Culture：《and Society 23 2 3 Problematizing Global Knowledge，2006》/B44141023-References-References-report.md,00-books/Theory Culture：《and Society 23 2 3 Problematizing Global Knowledge，2006》/112-References References.md,8833
rewritten,00-books-result/Theory Culture：《and Society 23 2 3 Problematizing Global Knowledge，2006》/B44141024-References-References-524-Theory-Culture-Societ-report.md,"00-books/Theory Culture：《and Society 23 2 3 Problematizing Global Knowledge，2006》/113-References References 524 Theory, Culture & Societ.md",9336
rewritten,00-books-result/Theory Culture：《and Society 23 2 3 Problematizing Global Knowledge，2006》/B44141025-Reference-The-Globalization-of-American-Law-report.md,00-books/Theory Culture：《and Society 23 2 3 Problematizing Global Knowledge，2006》/114-Reference The Globalization of American Law.md,8626
rewritten,00-books-result/Theory Culture：《and Society 23 2 3 Problematizing Global Knowledge，2006》/B44141026-CyberlawItsuko-Yamaguchi-Translated-by-David-C-Bu-report.md,00-books/Theory Culture：《and Society 23 2 3 Problematizing Global Knowledge，2006》/115-CyberlawItsuko Yamaguchi(Translated by David C. Bu.md,9628
rewritten,00-books-result/Theory Culture：《and Society 23 2 3 Problematizing Global Knowledge，2006》/B44141027-Nation-report.md,00-books/Theory Culture：《and Society 23 2 3 Problematizing Global Knowledge，2006》/116-Nation.md,8105
rewritten,00-books-result/Theory Culture：《and Society 23 2 3 Problematizing Global Knowledge，2006》/B44141028-References-Race-Race-and-Translation-report.md,00-books/Theory Culture：《and Society 23 2 3 Problematizing Global Knowledge，2006》/117-References Race Race and Translation.md,8792
rewritten,00-books-result/Theory Culture：《and Society 23 2 3 Problematizing Global Knowledge，2006》/B44141029-Slavery-and-Race-Contemporary-Race-Studies-Referen-report.md,00-books/Theory Culture：《and Society 23 2 3 Problematizing Global Knowledge，2006》/118-Slavery and Race Contemporary Race Studies Referen.md,9062
rewritten,00-books-result/Theory Culture：《and Society 23 2 3 Problematizing Global Knowledge，2006》/B44141030-References-References-report.md,00-books/Theory Culture：《and Society 23 2 3 Problematizing Global Knowledge，2006》/119-References References.md,8542
rewritten,00-books-result/Theory Culture：《and Society 23 2 3 Problematizing Global Knowledge，2006》/B44141031-References-RhetoricRoy-Sellars-Writing-report.md,00-books/Theory Culture：《and Society 23 2 3 Problematizing Global Knowledge，2006》/12-References RhetoricRoy Sellars Writing.md,8824
rewritten,00-books-result/Theory Culture：《and Society 23 2 3 Problematizing Global Knowledge，2006》/B44141032-The-Market-What-Are-Markets-Economists-Market-A-P-report.md,00-books/Theory Culture：《and Society 23 2 3 Problematizing Global Knowledge，2006》/120-The Market What Are Markets Economists’ Market A P.md,9395
rewritten,00-books-result/Theory Culture：《and Society 23 2 3 Problematizing Global Knowledge，2006》/B44141033-References-References-report.md,00-books/Theory Culture：《and Society 23 2 3 Problematizing Global Knowledge，2006》/123-References References.md,8848
rewritten,00-books-result/Theory Culture：《and Society 23 2 3 Problematizing Global Knowledge，2006》/B44141034-Transparency-and-Teaching-Note-Research-report.md,00-books/Theory Culture：《and Society 23 2 3 Problematizing Global Knowledge，2006》/124-Transparency and Teaching Note Research.md,9081
rewritten,00-books-result/Theory Culture：《and Society 23 2 3 Problematizing Global Knowledge，2006》/B44141035-Research-China-Hospital-The-Golden-Age-of-Doctor-report.md,00-books/Theory Culture：《and Society 23 2 3 Problematizing Global Knowledge，2006》/125-Research – China Hospital The Golden Age of Doctor.md,8913
rewritten,00-books-result/Theory Culture：《and Society 23 2 3 Problematizing Global Knowledge，2006》/B44141036-Globalization-Technology-and-Medical-Science-Conc-report.md,"00-books/Theory Culture：《and Society 23 2 3 Problematizing Global Knowledge，2006》/126-Globalization, Technology and Medical Science Conc.md",8876
rewritten,00-books-result/Theory Culture：《and Society 23 2 3 Problematizing Global Knowledge，2006》/B44141037-Library-History-Lending-and-Storing-Theoretical-Lo-report.md,00-books/Theory Culture：《and Society 23 2 3 Problematizing Global Knowledge，2006》/127-Library History Lending and Storing Theoretical Lo.md,9482
