status,report,source,chars
rewritten,00-books-result/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/B44139258-Notes-Part-I-report.md,00-books/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/09-Notes Part I.md,8026
rewritten,00-books-result/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/B44139259-Barbaric-Anti-Modernism-Representationsof-the-Hun-report.md,00-books/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/10-Barbaric Anti-Modernism Representationsof the “Hun.md,9259
rewritten,00-books-result/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/B44139260-Notes-Chivalrous-Knights-versus-Iron-WarriorsRepre-report.md,00-books/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/11-Notes Chivalrous Knights versus Iron WarriorsRepre.md,8361
rewritten,00-books-result/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/B44139261-Representations-of-the-Germany-s-Iron-Warriors-Kni-report.md,00-books/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/12-Representations of the Germany’s Iron Warriors Kni.md,8976
rewritten,00-books-result/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/B44139262-The-Steel-Helmeted-Man-report.md,00-books/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/13-The Steel-Helmeted Man.md,8703
rewritten,00-books-result/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/B44139263-Chivalrous-Knights-versus-Iron-Warriors-Notes-report.md,"00-books/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/15-Chivalrous Knights versus Iron Warriors, Notes.md",8608
rewritten,00-books-result/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/B44139264-Regression-versus-Progression-FundamentalDifferenc-report.md,00-books/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/16-Regression versus Progression FundamentalDifferenc.md,8763
rewritten,00-books-result/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/B44139265-The-German-Situation-Should-an-Army-Be-Raisedby-t-report.md,00-books/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/17-The German Situation “Should an Army Be Raisedby t.md,9035
rewritten,00-books-result/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/B44139266-Comparative-Analysis-of-Poster-Language-report.md,00-books/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/18-Comparative Analysis of Poster Language.md,8750
rewritten,00-books-result/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/B44139267-2-Join-the-Crowd-in-Making-the-World-Safe-for-Dem-report.md,00-books/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/19-2. Join the Crowd in Making the World Safe for Dem.md,9558
rewritten,00-books-result/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/B44139268-The-Question-of-Effectiveness-A-Postwar-Perspectiv-report.md,00-books/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/20-The Question of Effectiveness A Postwar Perspectiv.md,8837
rewritten,00-books-result/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/B44139269-Notes-report.md,00-books/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/21-Notes.md,7935
rewritten,00-books-result/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/B44139270-Part-2-Young-Blood-Parisian-Schoolgirls-Transform-report.md,00-books/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/22-Part 2 Young Blood Parisian Schoolgirls’ Transform.md,9298
rewritten,00-books-result/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/B44139271-Notes-report.md,00-books/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/23-Notes.md,7723
rewritten,00-books-result/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/B44139272-Empire-report.md,00-books/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/25-Empire.md,8248
rewritten,00-books-result/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/B44139273-Race-report.md,00-books/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/26-Race.md,8575
rewritten,00-books-result/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/B44139274-Conclusion-Notes-report.md,00-books/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/27-Conclusion Notes.md,8404
rewritten,00-books-result/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/B44139275-Contested-Meanings-Interpreting-the-Image-report.md,00-books/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/29-Contested Meanings Interpreting the Image.md,9006
rewritten,00-books-result/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/B44139276-Images-of-Racial-Pride-Challenging-the-Racial-Stat-report.md,00-books/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/30-Images of Racial Pride Challenging the Racial Stat.md,9150
rewritten,00-books-result/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/B44139277-Conclusion-Notes-report.md,00-books/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/31-Conclusion Notes.md,8022
rewritten,00-books-result/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/B44139278-Segodniashnii-LubokArt-War-and-National-Identity-report.md,"00-books/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/32-Segodniashnii LubokArt, War, and National Identity.md",9576
rewritten,00-books-result/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/B44139279-Notes-report.md,00-books/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/33-Notes.md,7962
rewritten,00-books-result/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/B44139280-Part-3-Images-of-Femininity-in-AmericanWorld-War-I-report.md,00-books/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/34-Part 3 Images of Femininity in AmericanWorld War I.md,7846
rewritten,00-books-result/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/B44139281-The-Amazon-Warrior-report.md,00-books/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/35-“The Amazon Warrior”.md,8489
rewritten,00-books-result/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/B44139282-Damsels-in-Distress-report.md,00-books/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/36-Damsels in Distress.md,8316
rewritten,00-books-result/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/B44139283-Commodifi-ed-Femininity-The-Christy-Girl-For-Ever-report.md,00-books/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/37-Commodifi ed Femininity The Christy Girl “For Ever.md,9624
rewritten,00-books-result/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/B44139284-Conclusion-Notes-report.md,00-books/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/38-Conclusion Notes.md,8688
rewritten,00-books-result/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/B44139285-Humanitarians-and-He-Men-RecruitmentPosters-and-th-report.md,00-books/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/39-Humanitarians and He-Men RecruitmentPosters and th.md,8859
rewritten,00-books-result/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/B44139286-Be-a-Man-Deploying-the-Rhetorics-of-Shame-and-Co-report.md,00-books/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/40-“Be a Man” Deploying the Rhetorics of Shame and Co.md,8965
rewritten,00-books-result/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/B44139287-Are-YOU-in-this-report.md,00-books/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/41-Are YOU in this.md,8401
rewritten,00-books-result/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/B44139288-Notes-report.md,00-books/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/42-Notes.md,7948
rewritten,00-books-result/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/B44139289-Iconography-of-Injury-Encountering-theWounded-Sold-report.md,00-books/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/43-Iconography of Injury Encountering theWounded Sold.md,9681
rewritten,00-books-result/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/B44139290-Independent-Bodies-Wounded-Soldiersin-Rehabilitati-report.md,00-books/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/44-Independent Bodies Wounded Soldiersin Rehabilitati.md,9172
rewritten,00-books-result/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/B44139291-Horrifi-c-Bodies-Wounded-Soldiers-in-Antiwar-Photo-report.md,00-books/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/45-Horrifi c Bodies Wounded Soldiers in Antiwar Photo.md,8584
rewritten,00-books-result/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/B44139292-Conclusion-Notes-report.md,00-books/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/46-Conclusion Notes.md,8184
rewritten,00-books-result/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/B44139293-Epilogue-report.md,00-books/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/47-Epilogue.md,7677
rewritten,00-books-result/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/B44139294-Notes-report.md,00-books/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/48-Notes.md,7962
rewritten,00-books-result/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/B44139295-Studies-in-War-Society-and-the-Military-report.md,"00-books/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/49-Studies in War, Society, and the Military.md",8185
rewritten,00-books-result/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/B44139296-Pearl-James-Picture-This-World-War-I-Posters-and-Visual-Culture-report.md,00-books/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War_01_cover_封面_扉页.md,6868
rewritten,00-books-result/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/B44139297-Pearl-James-Picture-This-World-War-I-Posters-and-Visual-Culture-report.md,00-books/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War_02_preface_PictureThis___PictureThis___St.md,9440
rewritten,00-books-result/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/B44139298-Pearl-James-Picture-This-World-War-I-Posters-and-Visual-Culture-report.md,00-books/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War_03_toc_CONTENTS.md,8442
rewritten,00-books-result/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/B44139299-Pearl-James-Picture-This-World-War-I-Posters-and-Visual-Culture-report.md,00-books/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War_04_body_Part_3._FIGURING_THE_BODY_IN_T.md,9259
rewritten,00-books-result/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/B44139300-Pearl-James-Picture-This-World-War-I-Posters-and-Visual-Culture-report.md,00-books/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War_05_preface_PictureThis___Introduction__Re.md,10786
rewritten,00-books-result/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/B44139301-Pearl-James-Picture-This-World-War-I-Posters-and-Visual-Culture-report.md,00-books/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War_06_bibliography_Notes.md,8874
rewritten,00-books-result/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/B44139302-Pearl-James-Picture-This-World-War-I-Posters-and-Visual-Culture-report.md,00-books/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War_07_preface_Imaginings_of_War__Posters_and.md,12095
rewritten,00-books-result/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/B44139303-Pearl-James-Picture-This-World-War-I-Posters-and-Visual-Culture-report.md,00-books/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War_08_bibliography_Notes.md,8823
rewritten,00-books-result/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/B44139304-Pearl-James-Picture-This-World-War-I-Posters-and-Visual-Culture-report.md,00-books/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War_09_preface_Part_I___Barbaric_Anti-Moderni.md,10156
rewritten,00-books-result/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/B44139305-Pearl-James-Picture-This-World-War-I-Posters-and-Visual-Culture-report.md,00-books/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War_10_bibliography_Notes.md,8768
rewritten,00-books-result/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/B44139306-Pearl-James-Picture-This-World-War-I-Posters-and-Visual-Culture-report.md,00-books/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War_11_body_Chivalrous_Knights_versus_Iron.md,12024
rewritten,00-books-result/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/B44139307-Pearl-James-Picture-This-World-War-I-Posters-and-Visual-Culture-report.md,00-books/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War_12_bibliography_Notes.md,8952
rewritten,00-books-result/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/B44139308-Pearl-James-Picture-This-World-War-I-Posters-and-Visual-Culture-report.md,00-books/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War_13_body_Regression_versus_Progression_.md,12326
rewritten,00-books-result/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/B44139309-Pearl-James-Picture-This-World-War-I-Posters-and-Visual-Culture-report.md,00-books/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War_14_bibliography_Notes.md,8855
rewritten,00-books-result/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/B44139310-Pearl-James-Picture-This-World-War-I-Posters-and-Visual-Culture-report.md,00-books/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War_15_body_Part_2___Young_Blood__Parisian.md,10592
rewritten,00-books-result/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/B44139311-Pearl-James-Picture-This-World-War-I-Posters-and-Visual-Culture-report.md,00-books/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War_16_bibliography_Notes.md,8653
rewritten,00-books-result/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/B44139312-Pearl-James-Picture-This-World-War-I-Posters-and-Visual-Culture-report.md,00-books/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War_17_body_Race_and_Empire_in_French_Post.md,11673
rewritten,00-books-result/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/B44139313-Pearl-James-Picture-This-World-War-I-Posters-and-Visual-Culture-report.md,00-books/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War_18_bibliography_Notes.md,9070
rewritten,00-books-result/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/B44139314-Pearl-James-Picture-This-World-War-I-Posters-and-Visual-Culture-report.md,00-books/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War_19_body_Images_of_Racial_Pride__Africa.md,12368
rewritten,00-books-result/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/B44139315-Pearl-James-Picture-This-World-War-I-Posters-and-Visual-Culture-report.md,00-books/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War_20_bibliography_Notes.md,8734
rewritten,00-books-result/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/B44139316-Pearl-James-Picture-This-World-War-I-Posters-and-Visual-Culture-report.md,"00-books/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War_21_body_Segodniashnii_Lubok__Art,_War,.md",10530
rewritten,00-books-result/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/B44139317-Pearl-James-Picture-This-World-War-I-Posters-and-Visual-Culture-report.md,00-books/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War_22_bibliography_Notes.md,8981
rewritten,00-books-result/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/B44139318-Pearl-James-Picture-This-World-War-I-Posters-and-Visual-Culture-report.md,00-books/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War_23_body_Part_3___Images_of_Femininity_.md,12498
rewritten,00-books-result/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/B44139319-Pearl-James-Picture-This-World-War-I-Posters-and-Visual-Culture-report.md,00-books/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War_24_bibliography_Notes.md,8955
rewritten,00-books-result/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/B44139320-Pearl-James-Picture-This-World-War-I-Posters-and-Visual-Culture-report.md,00-books/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War_25_body_Humanitarians_and_He-Men__Recr.md,11236
rewritten,00-books-result/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/B44139321-Pearl-James-Picture-This-World-War-I-Posters-and-Visual-Culture-report.md,00-books/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War_26_bibliography_Notes.md,8863
rewritten,00-books-result/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/B44139322-Pearl-James-Picture-This-World-War-I-Posters-and-Visual-Culture-report.md,00-books/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War_27_body_Iconography_of_Injury__Encount.md,12019
rewritten,00-books-result/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/B44139323-Pearl-James-Picture-This-World-War-I-Posters-and-Visual-Culture-report.md,00-books/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War_28_bibliography_Notes.md,8968
rewritten,00-books-result/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/B44139324-Pearl-James-Picture-This-World-War-I-Posters-and-Visual-Culture-report.md,00-books/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War_29_body_Epilogue.md,9008
rewritten,00-books-result/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/B44139325-Pearl-James-Picture-This-World-War-I-Posters-and-Visual-Culture-report.md,"00-books/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War_30_bibliography_Notes___Studies_in_War,_Societ.md",9069
rewritten,00-books-result/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/B44144737-Pearl-James-Picture-This-World-War-I-Posters-and-Visual-Culture-Studies-in-War-report.md,00-books/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War/Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War.md,13536
rewritten,00-books-result/Penny Sparke：《A century of design design pioneers of the 20th century》/B44139326-ACENTURYOFDESIGN-report.md,00-books/Penny Sparke：《A century of design design pioneers of the 20th century》/01-ACENTURYOFDESIGN.md,4189
rewritten,00-books-result/Penny Sparke：《A century of design design pioneers of the 20th century》/B44139327-Dedicated-to-Molly-Nancy-and-Celia-report.md,"00-books/Penny Sparke：《A century of design design pioneers of the 20th century》/02-Dedicated to Molly, Nancy and Celia.md",8119
rewritten,00-books-result/Penny Sparke：《A century of design design pioneers of the 20th century》/B44139328-Introduction-report.md,00-books/Penny Sparke：《A century of design design pioneers of the 20th century》/03-Introduction.md,7127
rewritten,00-books-result/Penny Sparke：《A century of design design pioneers of the 20th century》/B44139329-The-New-Century-report.md,00-books/Penny Sparke：《A century of design design pioneers of the 20th century》/04-The New Century.md,8098
rewritten,00-books-result/Penny Sparke：《A century of design design pioneers of the 20th century》/B44139330-Otto-Wagner-report.md,00-books/Penny Sparke：《A century of design design pioneers of the 20th century》/05-Otto Wagner.md,8217
rewritten,00-books-result/Penny Sparke：《A century of design design pioneers of the 20th century》/B44139331-Elsie-de-Wolfe-report.md,00-books/Penny Sparke：《A century of design design pioneers of the 20th century》/06-Elsie de Wolfe.md,7840
rewritten,00-books-result/Penny Sparke：《A century of design design pioneers of the 20th century》/B44139332-Hector-Guimard-report.md,00-books/Penny Sparke：《A century of design design pioneers of the 20th century》/07-Hector Guimard.md,8302
rewritten,00-books-result/Penny Sparke：《A century of design design pioneers of the 20th century》/B44139333-Charles-Rennie-Mackintosh-report.md,00-books/Penny Sparke：《A century of design design pioneers of the 20th century》/08-Charles Rennie Mackintosh.md,8211
rewritten,00-books-result/Penny Sparke：《A century of design design pioneers of the 20th century》/B44139334-Peter-Behrens-report.md,00-books/Penny Sparke：《A century of design design pioneers of the 20th century》/09-Peter Behrens.md,8219
rewritten,00-books-result/Penny Sparke：《A century of design design pioneers of the 20th century》/B44139335-Josef-Hoffmann-report.md,00-books/Penny Sparke：《A century of design design pioneers of the 20th century》/10-Josef Hoffmann.md,8134
rewritten,00-books-result/Penny Sparke：《A century of design design pioneers of the 20th century》/B44139336-Conservative-Modernism-report.md,00-books/Penny Sparke：《A century of design design pioneers of the 20th century》/11-Conservative Modernism.md,8133
rewritten,00-books-result/Penny Sparke：《A century of design design pioneers of the 20th century》/B44139337-Jean-Dunand-report.md,00-books/Penny Sparke：《A century of design design pioneers of the 20th century》/12-Jean Dunand.md,8137
rewritten,00-books-result/Penny Sparke：《A century of design design pioneers of the 20th century》/B44139338-Jacques-Emile-Ruhlmann-report.md,00-books/Penny Sparke：《A century of design design pioneers of the 20th century》/13-Jacques-Emile Ruhlmann.md,8290
rewritten,00-books-result/Penny Sparke：《A century of design design pioneers of the 20th century》/B44139339-Pa-1725-report.md,00-books/Penny Sparke：《A century of design design pioneers of the 20th century》/14-Pa 1725.md,8159
rewritten,00-books-result/Penny Sparke：《A century of design design pioneers of the 20th century》/B44139340-Syrie-Maugham-report.md,00-books/Penny Sparke：《A century of design design pioneers of the 20th century》/15-Syrie Maugham.md,8022
rewritten,00-books-result/Penny Sparke：《A century of design design pioneers of the 20th century》/B44139341-Keith-Murray-report.md,00-books/Penny Sparke：《A century of design design pioneers of the 20th century》/16-Keith Murray.md,7972
rewritten,00-books-result/Penny Sparke：《A century of design design pioneers of the 20th century》/B44139342-Donald-Deskey-report.md,00-books/Penny Sparke：《A century of design design pioneers of the 20th century》/17-Donald Deskey.md,8076
rewritten,00-books-result/Penny Sparke：《A century of design design pioneers of the 20th century》/B44139343-Wilhelm-Kåge-report.md,00-books/Penny Sparke：《A century of design design pioneers of the 20th century》/18-Wilhelm Kåge.md,8138
rewritten,00-books-result/Penny Sparke：《A century of design design pioneers of the 20th century》/B44139344-Gordon-Russell-report.md,00-books/Penny Sparke：《A century of design design pioneers of the 20th century》/19-Gordon Russell.md,8274
rewritten,00-books-result/Penny Sparke：《A century of design design pioneers of the 20th century》/B44139345-Alvar-Aalto-report.md,00-books/Penny Sparke：《A century of design design pioneers of the 20th century》/20-Alvar Aalto.md,8100
rewritten,00-books-result/Penny Sparke：《A century of design design pioneers of the 20th century》/B44139346-Bruno-Mathsson-report.md,00-books/Penny Sparke：《A century of design design pioneers of the 20th century》/21-Bruno Mathsson.md,8036
rewritten,00-books-result/Penny Sparke：《A century of design design pioneers of the 20th century》/B44139347-Progressive-Modernism-report.md,00-books/Penny Sparke：《A century of design design pioneers of the 20th century》/22-Progressive Modernism.md,8305
rewritten,00-books-result/Penny Sparke：《A century of design design pioneers of the 20th century》/B44139348-Bauaus-report.md,00-books/Penny Sparke：《A century of design design pioneers of the 20th century》/23-Bauaus.md,8207
rewritten,00-books-result/Penny Sparke：《A century of design design pioneers of the 20th century》/B44139349-Le-Corbusier-Charlotte-Perriand-report.md,00-books/Penny Sparke：《A century of design design pioneers of the 20th century》/24-Le Corbusier &Charlotte Perriand.md,8323
rewritten,00-books-result/Penny Sparke：《A century of design design pioneers of the 20th century》/B44139350-Alexander-Rodchenko-report.md,00-books/Penny Sparke：《A century of design design pioneers of the 20th century》/25-Alexander Rodchenko.md,8272
rewritten,00-books-result/Penny Sparke：《A century of design design pioneers of the 20th century》/B44139351-GPOHEHOCELNOTEMKNH-report.md,00-books/Penny Sparke：《A century of design design pioneers of the 20th century》/26-GPOHEHOCELNOTEMKNH.md,8238
rewritten,00-books-result/Penny Sparke：《A century of design design pioneers of the 20th century》/B44139352-Wells-Coates-report.md,00-books/Penny Sparke：《A century of design design pioneers of the 20th century》/27-Wells Coates.md,8168
rewritten,00-books-result/Penny Sparke：《A century of design design pioneers of the 20th century》/B44139353-Russel-Wright-report.md,00-books/Penny Sparke：《A century of design design pioneers of the 20th century》/28-Russel Wright.md,8073
rewritten,00-books-result/Penny Sparke：《A century of design design pioneers of the 20th century》/B44139354-Dreyfuss-report.md,00-books/Penny Sparke：《A century of design design pioneers of the 20th century》/29-Dreyfuss.md,8071
rewritten,00-books-result/Penny Sparke：《A century of design design pioneers of the 20th century》/B44139355-The-New-Modernism-report.md,00-books/Penny Sparke：《A century of design design pioneers of the 20th century》/30-The New Modernism.md,8167
rewritten,00-books-result/Penny Sparke：《A century of design design pioneers of the 20th century》/B44139356-Charles-Ray-Eames-report.md,00-books/Penny Sparke：《A century of design design pioneers of the 20th century》/31-Charles & Ray Eames.md,8105
rewritten,00-books-result/Penny Sparke：《A century of design design pioneers of the 20th century》/B44139357-Eero-Saarinen-report.md,00-books/Penny Sparke：《A century of design design pioneers of the 20th century》/32-Eero Saarinen.md,7950
rewritten,00-books-result/Penny Sparke：《A century of design design pioneers of the 20th century》/B44139358-Kaj-Franck-report.md,00-books/Penny Sparke：《A century of design design pioneers of the 20th century》/33-Kaj Franck.md,8089
rewritten,00-books-result/Penny Sparke：《A century of design design pioneers of the 20th century》/B44139359-Hans-Wegner-report.md,00-books/Penny Sparke：《A century of design design pioneers of the 20th century》/34-Hans Wegner.md,7988
rewritten,00-books-result/Penny Sparke：《A century of design design pioneers of the 20th century》/B44139360-Tapio-Wirkkala-report.md,00-books/Penny Sparke：《A century of design design pioneers of the 20th century》/35-Tapio Wirkkala.md,8061
rewritten,00-books-result/Penny Sparke：《A century of design design pioneers of the 20th century》/B44139361-Robin-Lucienne-Day-report.md,00-books/Penny Sparke：《A century of design design pioneers of the 20th century》/36-Robin & Lucienne Day.md,8040
rewritten,00-books-result/Penny Sparke：《A century of design design pioneers of the 20th century》/B44139362-Marcello-Nizzoli-report.md,00-books/Penny Sparke：《A century of design design pioneers of the 20th century》/37-Marcello Nizzoli.md,8182
