版本编号,文献编号,原版出版年份,所用版本年份,中文译本信息,不同译本差异,推荐使用版本,引用页码版本,备注
ED06144,B44136569,2000,2000,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Judy Attfield：《Wild Things The Material Culture of Everyday Life》，2000/06-Preface to the original edition.md
ED06145,B44136570,2000,2000,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Judy Attfield：《Wild Things The Material Culture of Everyday Life》，2000/07-Preface to the 2020 edition.md
ED06146,B44136571,2000,2000,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Judy Attfield：《Wild Things The Material Culture of Everyday Life》，2000/08-Introduction The material culture of everyday life.md
ED06147,B44136572,2000,2000,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Judy Attfield：《Wild Things The Material Culture of Everyday Life》，2000/09-Part I Things.md
ED06148,B44136573,2000,2000,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Judy Attfield：《Wild Things The Material Culture of Everyday Life》，2000/10-Part II Themes.md
ED06149,B44136574,2000,2000,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Judy Attfield：《Wild Things The Material Culture of Everyday Life》，2000/11-Chapter III Contexts.md
ED06150,B44136575,2000,2000,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Judy Attfield：《Wild Things The Material Culture of Everyday Life》，2000/12-Conclusion.md
ED06151,B44136576,2000,2000,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Judy Attfield：《Wild Things The Material Culture of Everyday Life》，2000/13-Afterword.md
ED06152,B44136577,2000,2000,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Judy Attfield：《Wild Things The Material Culture of Everyday Life》，2000/14-Bibliography.md
ED06153,B44136578,2000,2000,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Judy Attfield：《Wild Things The Material Culture of Everyday Life》，2000/15-Index.md
ED06154,B3436,1996,1996,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Juhani Pallasmaa：《The Eyes of the Skin Architecture and the Senses》，1996/Juhani Pallasmaa：《The Eyes of the Skin Architecture and the Senses》，1996.md
ED06155,B44136579,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Julier：《The culture of design，2018》/01-the culture of design.md
ED06156,B44136580,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Julier：《The culture of design，2018》/02-contents.md
ED06157,B44136581,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Julier：《The culture of design，2018》/03-list of illustrations.md
ED06158,B44136582,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Julier：《The culture of design，2018》/04-PRODUCTION.md
ED06159,B44136583,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Julier：《The culture of design，2018》/05-technological development and consumer.md
ED06160,B44136584,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Julier：《The culture of design，2018》/06-communications and management.md
ED06161,B44136585,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Julier：《The culture of design，2018》/07-references.md
ED06162,B44136586,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Julier：《The culture of design，2018》/08-Index.md
ED06163,B44144621,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Julier：《The culture of design，2018》/Julier：《The culture of design，2018》.md
ED06164,B44136587,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Julier：《The culture of design，2018》/Julier：《The culture of design，2018》_01_preface_the_culture_of_design___Guy_Ju.md
ED06165,B44136588,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Julier：《The culture of design，2018》/Julier：《The culture of design，2018》_02_toc_contents.md
ED06166,B44136589,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Julier：《The culture of design，2018》/Julier：《The culture of design，2018》_03_preface_list_of_illustrations___PRODUC.md
ED06167,B44136590,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Julier：《The culture of design，2018》/Julier：《The culture of design，2018》_04_body_technological_development_and_.md
ED06168,B44136591,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Julier：《The culture of design，2018》/Julier：《The culture of design，2018》_05_bibliography_references___Index.md
ED06169,B3437,1933,1933,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Junichiro Tanizaki：《In Praise of Shadows》，1933/Junichiro Tanizaki：《In Praise of Shadows》，1933.md
ED06170,B44136592,1984,1984,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/K. Anders Ericsson, Herbert A. Simon：《Protocol Analysis Verbal Reports as Data》，1984/01-PROTOCOL ANALYSISVerbal Reports as Data.md"
ED06171,B44136593,1984,1984,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/K. Anders Ericsson, Herbert A. Simon：《Protocol Analysis Verbal Reports as Data》，1984/02-PROTOCOL ANALYSIS.md"
ED06172,B44136594,1984,1984,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/K. Anders Ericsson, Herbert A. Simon：《Protocol Analysis Verbal Reports as Data》，1984/03-INGRID and KARL-OLOV ERICSSON.md"
ED06173,B44136595,1984,1984,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/K. Anders Ericsson, Herbert A. Simon：《Protocol Analysis Verbal Reports as Data》，1984/04-INTRODUCTION AND SUMMARY.md"
ED06174,B44136596,1984,1984,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/K. Anders Ericsson, Herbert A. Simon：《Protocol Analysis Verbal Reports as Data》，1984/05-EFFECTS OF VERBALIZATION.md"
ED06175,B44136597,1984,1984,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/K. Anders Ericsson, Herbert A. Simon：《Protocol Analysis Verbal Reports as Data》，1984/06-COMPLETENESS OF REPORTS.md"
ED06176,B44136598,1984,1984,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/K. Anders Ericsson, Herbert A. Simon：《Protocol Analysis Verbal Reports as Data》，1984/07-INFERENCES FROM VERBAL DATA.md"
ED06177,B44136599,1984,1984,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/K. Anders Ericsson, Herbert A. Simon：《Protocol Analysis Verbal Reports as Data》，1984/08-MODEL OF VERBALIZATION.md"
ED06178,B44136600,1984,1984,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/K. Anders Ericsson, Herbert A. Simon：《Protocol Analysis Verbal Reports as Data》，1984/09-METHODS FOR PROTOCOL ANALYSIS.md"
ED06179,B44136601,1984,1984,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/K. Anders Ericsson, Herbert A. Simon：《Protocol Analysis Verbal Reports as Data》，1984/10-TECHNIQUES OF PROTOCOL ANALYSIS.md"
ED06180,B44136602,1984,1984,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/K. Anders Ericsson, Herbert A. Simon：《Protocol Analysis Verbal Reports as Data》，1984/11-Problem-solved → Halt.md"
ED06181,B44136603,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/K. Michael Hays：《Architecture theory since 1968》/01-The - e et o ur tNew xr D Ate D D ccr.md
ED06182,B44136604,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/K. Michael Hays：《Architecture theory since 1968》/02-Le Corbusier and the Everyday Image of the Industrial Age.md
ED06183,B44136605,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Kajri Jain：《Gods in the Bazaar The Economies of Indian Calendar Art》/01-GODS IN THE BAZAAR.md
ED06184,B44136606,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Kajri Jain：《Gods in the Bazaar The Economies of Indian Calendar Art》/02-NOTES ON STYLE.md
ED06185,B44136607,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Kajri Jain：《Gods in the Bazaar The Economies of Indian Calendar Art》/03-ACKNOWLEDGMENTS.md
ED06186,B44136608,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Kajri Jain：《Gods in the Bazaar The Economies of Indian Calendar Art》/04-INTRODUCTION.md
ED06187,B44136609,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Kajri Jain：《Gods in the Bazaar The Economies of Indian Calendar Art》/05-VERNACULARIZING CAPITALISMSIVAKASI AND ITS CIRCUITS.md
ED06188,B44136610,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Kajri Jain：《Gods in the Bazaar The Economies of Indian Calendar Art》/06-WHEN THE GODS GO TO MARKET.md
ED06189,B44136611,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Kajri Jain：《Gods in the Bazaar The Economies of Indian Calendar Art》/08-THE CIRCULATION OF IMAGES ANDTHE EMBODIMENT OF VALUE.md
ED06190,B44136612,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Kajri Jain：《Gods in the Bazaar The Economies of Indian Calendar Art》/09-PUNJAB PEN & STATIONERS.md
ED06191,B44136613,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Kajri Jain：《Gods in the Bazaar The Economies of Indian Calendar Art》/10-THE EFFICACIOUS IMAGE ANDTHE SACRALIZATION OF MODERNITY.md
ED06192,B44144622,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Kajri Jain：《Gods in the Bazaar The Economies of Indian Calendar Art》/Kajri Jain：《Gods in the Bazaar The Economies of Indian Calendar Art》.md
ED06193,B44136614,1986,1986,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Kallir, Jane：Viennese Design and the Wiener Werkstatte, 1986/01-Viennese Designand theWiener Werkstätte.md"
ED06194,B44136615,1986,1986,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Kallir, Jane：Viennese Design and the Wiener Werkstatte, 1986/02-FOREWORD.md"
ED06195,B44136616,1986,1986,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Kallir, Jane：Viennese Design and the Wiener Werkstatte, 1986/03-INTRODUCTION.md"
ED06196,B44136617,1986,1986,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Kallir, Jane：Viennese Design and the Wiener Werkstatte, 1986/04-BACKGROUND IN SEARCHOF THE TOTAL ARTWORK.md"
ED06197,B44136618,1986,1986,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Kallir, Jane：Viennese Design and the Wiener Werkstatte, 1986/05-ARCHITECTUREAND THE GRAND IDEAL.md"
ED06198,B44136619,1986,1986,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Kallir, Jane：Viennese Design and the Wiener Werkstatte, 1986/06-FASHIONAND RELATED DEVELOPMENTS.md"
ED06199,B44136620,1986,1986,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Kallir, Jane：Viennese Design and the Wiener Werkstatte, 1986/07-THE GRAPHIC ARTS AND THEBIRTH OF EXPRESSIONISM.md"
ED06200,B44136621,1986,1986,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Kallir, Jane：Viennese Design and the Wiener Werkstatte, 1986/08-CHRONOLOGY.md"
ED06201,B44136622,1986,1986,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Kallir, Jane：Viennese Design and the Wiener Werkstatte, 1986/09-BIBLIOGRAPHY.md"
ED06202,B44136623,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Karl Gerstner：《Designing Programmes》/01-DesigningProgrammes.md
ED06203,B44136624,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Karl Gerstner：《Designing Programmes》/02-We've gotto get outandsellsellsell!.md
ED06204,B44136625,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Karl Gerstner：《Designing Programmes》/04-ROONICTRREHOFCENTREELECTRONICBECH.md
ED06205,B44136626,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Karl Gerstner：《Designing Programmes》/05-CQOCCOACCCCOANGCHHHHHH.md
ED06206,B44144623,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Karl Gerstner：《Designing Programmes》/Karl Gerstner：《Designing Programmes》.md
ED06207,B3438,1927,1927,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Kasimir Malevich：《The Non-Objective World The Manifesto of Suprematism》，1927/Kasimir Malevich：《The Non-Objective World The Manifesto of Suprematism》，1927.md
ED06208,B44136627,2012,2012,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Kate Fletcher, Lynda Grose：《Fashion & Sustainability Design for Change》，2012/01-Cover.md"
ED06209,B44136628,2012,2012,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Kate Fletcher, Lynda Grose：《Fashion & Sustainability Design for Change》，2012/02-Contents.md"
ED06210,B44136629,2012,2012,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Kate Fletcher, Lynda Grose：《Fashion & Sustainability Design for Change》，2012/03-Foreword by Paul Hawken.md"
ED06211,B44136630,2012,2012,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Kate Fletcher, Lynda Grose：《Fashion & Sustainability Design for Change》，2012/04-Preface.md"
ED06212,B44136631,2012,2012,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Kate Fletcher, Lynda Grose：《Fashion & Sustainability Design for Change》，2012/05-Transforming Fashion Products.md"
ED06213,B44136632,2012,2012,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Kate Fletcher, Lynda Grose：《Fashion & Sustainability Design for Change》，2012/06-Transforming Fashion Systems.md"
ED06214,B44136633,2012,2012,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Kate Fletcher, Lynda Grose：《Fashion & Sustainability Design for Change》，2012/07-Transforming Fashion Design Practice.md"
ED06215,B44136634,2012,2012,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Kate Fletcher, Lynda Grose：《Fashion & Sustainability Design for Change》，2012/08-Glossary.md"
ED06216,B44136635,2012,2012,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Kate Fletcher, Lynda Grose：《Fashion & Sustainability Design for Change》，2012/09-Endnotes.md"
ED06217,B44136636,2012,2012,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Kate Fletcher, Lynda Grose：《Fashion & Sustainability Design for Change》，2012/10-Index.md"
ED06218,B44136637,2012,2012,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Kate Fletcher, Lynda Grose：《Fashion & Sustainability Design for Change》，2012/11-Picture Credits.md"
ED06219,B44136638,2012,2012,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Kate Fletcher, Lynda Grose：《Fashion & Sustainability Design for Change》，2012/12-Acknowledgments.md"
ED06220,B44136639,2008,2008,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Kate Fletcher：《Sustainable Fashion and Textiles Design Journeys》，2008/01-ＳUSＴＡIＮＡＢＬＥFASHION & TEXTILES.md
ED06221,B44136640,2008,2008,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Kate Fletcher：《Sustainable Fashion and Textiles Design Journeys》，2008/02-List of Figures, Tables and Images.md"
ED06222,B44136641,2008,2008,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Kate Fletcher：《Sustainable Fashion and Textiles Design Journeys》，2008/03-CHAPTER ONE Material Diversity.md
ED06223,B44136642,2008,2008,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Kate Fletcher：《Sustainable Fashion and Textiles Design Journeys》，2008/04-CHAPTER TWO Ethically Made.md
ED06224,B44136643,2008,2008,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Kate Fletcher：《Sustainable Fashion and Textiles Design Journeys》，2008/05-CHAPTER THREE Use Matters.md
ED06225,B44136644,2008,2008,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Kate Fletcher：《Sustainable Fashion and Textiles Design Journeys》，2008/06-Appendix Image Sources.md
ED06226,B44136645,1995,1995,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Katerina Clark：《Petersburg, Crucible of Cultural Revolution》，1995/01-Contents.md"
ED06227,B44136646,1995,1995,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Katerina Clark：《Petersburg, Crucible of Cultural Revolution》，1995/02-Preface.md"
ED06228,B44136647,1995,1995,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Katerina Clark：《Petersburg, Crucible of Cultural Revolution》，1995/03-Introduction the ecology of revolution.md"
ED06229,B44136648,1995,1995,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Katerina Clark：《Petersburg, Crucible of Cultural Revolution》，1995/04-1. Revolution as revelation the avant-garde.md"
ED06230,B44136649,1995,1995,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Katerina Clark：《Petersburg, Crucible of Cultural Revolution》，1995/05-2. Imperial Petersburg, 1913.md"
ED06231,B44136650,1995,1995,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Katerina Clark：《Petersburg, Crucible of Cultural Revolution》，1995/06-3. Masquerade.md"
ED06232,B44136651,1995,1995,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Katerina Clark：《Petersburg, Crucible of Cultural Revolution》，1995/07-4. Theater and revolution in the new Republic.md"
ED06233,B44136652,1995,1995,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Katerina Clark：《Petersburg, Crucible of Cultural Revolution》，1995/08-5. Petrograd ritual capital of revolutionary Russia.md"
ED06234,B44136653,1995,1995,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Katerina Clark：《Petersburg, Crucible of Cultural Revolution》，1995/09-6. NEP and the art of capitulation.md"
ED06235,B44136654,1995,1995,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Katerina Clark：《Petersburg, Crucible of Cultural Revolution》，1995/10-7. Revolutionary culture meets the jazz age.md"
ED06236,B44136655,1995,1995,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Katerina Clark：《Petersburg, Crucible of Cultural Revolution》，1995/11-8. The establishment of Soviet culture.md"
ED06237,B44136656,1995,1995,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Katerina Clark：《Petersburg, Crucible of Cultural Revolution》，1995/12-9. Promethean linguistics.md"
ED06238,B44136657,1995,1995,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Katerina Clark：《Petersburg, Crucible of Cultural Revolution》，1995/13-10. Straight talk and the campaign against Wagner.md"
ED06239,B44136658,1995,1995,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Katerina Clark：《Petersburg, Crucible of Cultural Revolution》，1995/14-11. The sacralization of everyday life.md"
ED06240,B44136659,1995,1995,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Katerina Clark：《Petersburg, Crucible of Cultural Revolution》，1995/15-12. The ultimate cultural revolution.md"
ED06241,B44136660,1995,1995,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Katerina Clark：《Petersburg, Crucible of Cultural Revolution》，1995/16-Epilogue the thirties.md"
ED06242,B44136661,1995,1995,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Katerina Clark：《Petersburg, Crucible of Cultural Revolution》，1995/17-Abbreviations.md"
ED06243,B44136662,1995,1995,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Katerina Clark：《Petersburg, Crucible of Cultural Revolution》，1995/18-Notes.md"
ED06244,B44136663,1995,1995,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Katerina Clark：《Petersburg, Crucible of Cultural Revolution》，1995/19-Acknowledgments.md"
ED06245,B44136664,1995,1995,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Katerina Clark：《Petersburg, Crucible of Cultural Revolution》，1995/20-Index.md"
ED06246,B44136665,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Kathryn B Hiesinger：《JAPANESE DESIGN A SURVEY SINCE 1950》/01-DESIGN.md
ED06247,B44136666,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Kathryn B Hiesinger：《JAPANESE DESIGN A SURVEY SINCE 1950》/02-DESIGN.md
ED06248,B44136667,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Kathryn B Hiesinger：《JAPANESE DESIGN A SURVEY SINCE 1950》/03-Odesignjapanhouse.md
ED06249,B44136668,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Kathryn B Hiesinger：《JAPANESE DESIGN A SURVEY SINCE 1950》/04-主催 世界宗教者平和会議国際継続委員会会場 東京文化会館日時 七月二七日！二九日二回世界宗教者平和会議.md
ED06250,B44136669,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Kathryn B Hiesinger：《JAPANESE DESIGN A SURVEY SINCE 1950》/05-137.md
ED06251,B44136670,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Kathryn B Hiesinger：《JAPANESE DESIGN A SURVEY SINCE 1950》/06-238おけぼの.md
ED06252,B44144624,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Kathryn B Hiesinger：《JAPANESE DESIGN A SURVEY SINCE 1950》/Kathryn B Hiesinger：《JAPANESE DESIGN A SURVEY SINCE 1950》.md
ED06253,B44136671,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Kathryn Best：《Design Management Managing Design Strategy, Process and Implementation》/01-Title Page.md"
ED06254,B44136672,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Kathryn Best：《Design Management Managing Design Strategy, Process and Implementation》/02-Contents.md"
ED06255,B44136673,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Kathryn Best：《Design Management Managing Design Strategy, Process and Implementation》/03-Introduction.md"
ED06256,B44136674,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Kathryn Best：《Design Management Managing Design Strategy, Process and Implementation》/04-CONTEXT.md"
ED06257,B44136675,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Kathryn Best：《Design Management Managing Design Strategy, Process and Implementation》/05-PART ONE Managing the Design Strategy.md"
ED06258,B44136676,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Kathryn Best：《Design Management Managing Design Strategy, Process and Implementation》/06-PART TWO Managing the Design Process.md"
ED06259,B44136677,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Kathryn Best：《Design Management Managing Design Strategy, Process and Implementation》/07-PART THREE Managing the Design Implementation.md"
ED06260,B44136678,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Kathryn Best：《Design Management Managing Design Strategy, Process and Implementation》/08-APPENDIX.md"
ED06261,B44136679,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Kathryn Best：《Design Management Managing Design Strategy, Process and Implementation》/09-eCopyright.md"
ED06262,B44136680,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Kees Dorst：《Frame Innovation Create New Thinking by Design》/01-SERIES FOREWORD.md
ED06263,B44136681,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Kees Dorst：《Frame Innovation Create New Thinking by Design》/02-ACKNOWLEDGMENTS.md
ED06264,B44136682,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Kees Dorst：《Frame Innovation Create New Thinking by Design》/03-PREFACE.md
ED06265,B44136683,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Kees Dorst：《Frame Innovation Create New Thinking by Design》/04-1 CHALLENGES.md
ED06266,B44136684,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Kees Dorst：《Frame Innovation Create New Thinking by Design》/05-2 PIONEERS.md
ED06267,B44136685,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Kees Dorst：《Frame Innovation Create New Thinking by Design》/06-3 LESSONS FROM DESIGN.md
ED06268,B44136686,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Kees Dorst：《Frame Innovation Create New Thinking by Design》/07-4 THE FRAME CREATION MODEL.md
ED06269,B44136687,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Kees Dorst：《Frame Innovation Create New Thinking by Design》/08-5 THE PRINCIPLES AND PRACTICES OF FRAME CREATION.md
ED06270,B44136688,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Kees Dorst：《Frame Innovation Create New Thinking by Design》/09-6 THE OPEN, COMPLEX, DYNAMIC, AND NETWORKED ORGANIZATION.md"
ED06271,B44136689,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Kees Dorst：《Frame Innovation Create New Thinking by Design》/10-7 THE THREE CHALLENGES OF FRAME INNOVATION.md
ED06272,B44136690,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Kees Dorst：《Frame Innovation Create New Thinking by Design》/11-8 THE ART OF FRAME INNOVATION.md
