版本编号,文献编号,原版出版年份,所用版本年份,中文译本信息,不同译本差异,推荐使用版本,引用页码版本,备注
ED12920,B44134613,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Éva Forgács：《The Bauhaus Idea and Bauhaus Politics》/Éva Forgács：《The Bauhaus Idea and Bauhaus Politics》_10_bibliography_Notes.md
ED12921,B44134614,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Éva Forgács：《The Bauhaus Idea and Bauhaus Politics》/Éva Forgács：《The Bauhaus Idea and Bauhaus Politics》_11_preface_Introduction.md
ED12922,B44134615,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Éva Forgács：《The Bauhaus Idea and Bauhaus Politics》/Éva Forgács：《The Bauhaus Idea and Bauhaus Politics》_12_body_Chapter_1___Chapter_2___Chapte.md
ED12923,B44134616,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Éva Forgács：《The Bauhaus Idea and Bauhaus Politics》/Éva Forgács：《The Bauhaus Idea and Bauhaus Politics》_13_bibliography_Bibliography.md
ED12924,B44134617,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Éva Forgács：《The Bauhaus Idea and Bauhaus Politics》/Éva Forgács：《The Bauhaus Idea and Bauhaus Politics》_14_body_I—_Bauhaus_Publications___II—_.md
ED12925,B44134618,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Éva Forgács：《The Bauhaus Idea and Bauhaus Politics》/Éva Forgács：《The Bauhaus Idea and Bauhaus Politics》_15_bibliography_Index___A.md
ED12926,B44143081,2012,2012,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/万长林：《香港平面设计史》，2012/01-香港设计艺术史.md
ED12927,B44143082,2012,2012,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/万长林：《香港平面设计史》，2012/02-绪论.md
ED12928,B44143083,2012,2012,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/万长林：《香港平面设计史》，2012/03-WILLIAM DOLAN,在都爹厘街SailNEaker,DUDDELL STREET,HONGKONG..md"
ED12929,B44143084,2012,2012,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/万长林：《香港平面设计史》，2012/04-司公安永港香WINGONCO.md
ED12930,B44143085,2012,2012,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/万长林：《香港平面设计史》，2012/05-丸嫂姑堂毒天理代有均维各外中重八十市州广行分中道牌德潜香行起.md
ED12931,B44143086,2012,2012,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/万长林：《香港平面设计史》，2012/06-金婚大喜囍782gL.md
ED12932,B44143087,2012,2012,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/万长林：《香港平面设计史》，2012/07-ARTS FESTIVAL.md
ED12933,B44143088,2012,2012,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/万长林：《香港平面设计史》，2012/08-HSBC.md
ED12934,B44143089,2012,2012,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/万长林：《香港平面设计史》，2012/09-HONG KONGDESIGNERSASSOCIATION香港設計師協會.md
ED12935,B44143090,2012,2012,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/万长林：《香港平面设计史》，2012/10-hkcHong Kong Design Centre香港設計中心.md
ED12936,B44143091,2012,2012,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/万长林：《香港平面设计史》，2012/11-牵手世博会·共建中国馆.md
ED12937,B44143092,2012,2012,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/万长林：《香港平面设计史》，2012/12-興泰行.md
ED12938,B44143093,2012,2012,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/万长林：《香港平面设计史》，2012/13-紅redR粥極品廚SUPREME麵KITCHEN.md
ED12939,B44143094,2012,2012,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/万长林：《香港平面设计史》，2012/14-新創建香港地貌行NWS Hong KongGeo Wonders Hike.md
ED12940,B44143095,2012,2012,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/万长林：《香港平面设计史》，2012/15-形蝶[huttr-Fly]語[WORD]死死死福街旅点銃食砂死影氷骨卵卵卵卵食翎砂砂tStrletJAN).md
ED12941,B44143096,2012,2012,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/万长林：《香港平面设计史》，2012/16-附录香港平面设计大事记.md
ED12942,B44142960,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/世界设计史_I_史前至一战/World-Design-History-Vol1_00-Contents.md
ED12943,B44142961,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/世界设计史_I_史前至一战/World-Design-History-Vol1_00-Editors-and-Authors-Preface.md
ED12944,B44142962,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/世界设计史_I_史前至一战/World-Design-History-Vol1_00-General-Introduction.md
ED12945,B44142963,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/世界设计史_I_史前至一战/World-Design-History-Vol1_00-Personal-Note.md
ED12946,B44142964,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/世界设计史_I_史前至一战/World-Design-History-Vol1_00-Translators-Afterword.md
ED12947,B44142965,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/世界设计史_I_史前至一战/World-Design-History-Vol1_01-Prehistoric-Era.md
ED12948,B44142966,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/世界设计史_I_史前至一战/World-Design-History-Vol1_02-Early-Civilizations.md
ED12949,B44142967,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/世界设计史_I_史前至一战/World-Design-History-Vol1_03-Classical-Period-and-Early-Byzantium.md
ED12950,B44142968,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/世界设计史_I_史前至一战/World-Design-History-Vol1_04-Medieval-Europe-and-Islamic-World.md
ED12951,B44142969,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/世界设计史_I_史前至一战/World-Design-History-Vol1_05-Asia-Africa-and-Americas.md
ED12952,B44142970,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/世界设计史_I_史前至一战/World-Design-History-Vol1_06-European-Renaissance-and-Ottoman-Empire.md
ED12953,B44142971,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/世界设计史_I_史前至一战/World-Design-History-Vol1_07-Cross-Cultural-Encounters.md
ED12954,B44142972,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/世界设计史_I_史前至一战/World-Design-History-Vol1_08-Industrial-Revolution-Europe-and-America.md
ED12955,B44142973,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/世界设计史_I_史前至一战/World-Design-History-Vol1_09-Great-Exhibition-Era-Britain.md
ED12956,B44142974,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/世界设计史_I_史前至一战/World-Design-History-Vol1_10-Crafts-Ideal-and-Art-Movement-Britain-and-Beyond.md
ED12957,B44142975,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/世界设计史_I_史前至一战/World-Design-History-Vol1_11-Great-Exhibition-Era-Europe-Beyond-Britain.md
ED12958,B44142976,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/世界设计史_I_史前至一战/World-Design-History-Vol1_12-Art-Nouveau-and-Decorative-Impulse.md
ED12959,B44142977,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/世界设计史_I_史前至一战/World-Design-History-Vol1_13-United-States.md
ED12960,B44142978,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/世界设计史_I_史前至一战/World-Design-History-Vol1_14-Canada-Australia-and-New-Zealand.md
ED12961,B44142979,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/世界设计史_I_史前至一战/World-Design-History-Vol1_15-Proto-Industrialization-in-Other-Regions.md
ED12962,B44142980,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/世界设计史_I_史前至一战/World-Design-History-Vol1_16-Asia-Africa-and-Pre-Industrial-Nations.md
ED12963,B44142981,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/世界设计史_I_史前至一战/World-Design-History-Vol1_17-Modern-Design-Europe-and-America.md
ED12964,B44142982,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/世界设计史_I_史前至一战/World-Design-History-Vol1_18-Avant-Garde-Art-and-Literature.md
ED12965,B44142983,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/世界设计史_I_史前至一战/World-Design-History-Vol1_19-World-War-I.md
ED12966,B44142984,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/世界设计史_II_苏联至二战/World-Design-History-Vol2_00-Contents.md
ED12967,B44142985,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/世界设计史_II_苏联至二战/World-Design-History-Vol2_00-Introduction.md
ED12968,B44142986,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/世界设计史_II_苏联至二战/World-Design-History-Vol2_00-References.md
ED12969,B44142987,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/世界设计史_II_苏联至二战/World-Design-History-Vol2_20-Soviet-Union.md
ED12970,B44142988,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/世界设计史_II_苏联至二战/World-Design-History-Vol2_21-Weimar-Germany.md
ED12971,B44142989,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/世界设计史_II_苏联至二战/World-Design-History-Vol2_22-France.md
ED12972,B44142990,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/世界设计史_II_苏联至二战/World-Design-History-Vol2_23-United-Kingdom.md
ED12973,B44142991,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/世界设计史_II_苏联至二战/World-Design-History-Vol2_24-Western-and-Southern-Europe.md
ED12974,B44142992,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/世界设计史_II_苏联至二战/World-Design-History-Vol2_25-Central-and-Eastern-Europe.md
ED12975,B44142993,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/世界设计史_II_苏联至二战/World-Design-History-Vol2_26-Scandinavia.md
ED12976,B44142994,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/世界设计史_II_苏联至二战/World-Design-History-Vol2_27-Italy-Germany-Soviet-Union-Portugal.md
ED12977,B44142995,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/世界设计史_II_苏联至二战/World-Design-History-Vol2_28-United-States.md
ED12978,B44142996,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/世界设计史_II_苏联至二战/World-Design-History-Vol2_29-Latin-America-Cuba-Mexico-Brazil.md
ED12979,B44142997,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/世界设计史_II_苏联至二战/World-Design-History-Vol2_30-Latin-America-Chile-Argentina.md
ED12980,B44142998,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/世界设计史_II_苏联至二战/World-Design-History-Vol2_31-Commonwealth-Canada-Australia-New-Zealand.md
ED12981,B44142999,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/世界设计史_II_苏联至二战/World-Design-History-Vol2_32-Near-East-and-Middle-East.md
ED12982,B44143000,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/世界设计史_II_苏联至二战/World-Design-History-Vol2_33-Africa.md
ED12983,B44143001,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/世界设计史_II_苏联至二战/World-Design-History-Vol2_34-Asia-India-Burma-and-Others.md
ED12984,B44143002,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/世界设计史_II_苏联至二战/World-Design-History-Vol2_35-Asia-China-and-Siam.md
ED12985,B44143003,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/世界设计史_II_苏联至二战/World-Design-History-Vol2_36-Asia-Japan.md
ED12986,B44143004,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/世界设计史_II_苏联至二战/World-Design-History-Vol2_37-World-War-II.md
ED12987,B44142464,2010,2010,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/何人可：《工业设计史(第四版)》，2010/01-01bookcover.md
ED12988,B44142465,2010,2010,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/何人可：《工业设计史(第四版)》，2010/02-02序.md
ED12989,B44142466,2010,2010,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/何人可：《工业设计史(第四版)》，2010/03-03工业设计史.md
ED12990,B44142467,2010,2010,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/何人可：《工业设计史(第四版)》，2010/03-03工业设计史_01_body_Full_Text.md
ED12991,B3450,2016,2016,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/刘小羊：《中国平面设计史论稿》，2016/刘小羊：《中国平面设计史论稿》，2016.md
